pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
HALLMARK_MYC_TARGETS_V2	0.0509090909090909	0.121212121212121	0.604677847178144	1.56866821840254	27	24	RRP12|TCOF1|DUSP2|NOP16|WDR43|SUPV3L1|NOLC1|MCM4|IMP4
HALLMARK_XENOBIOTIC_METABOLISM	0.0600649350649351	0.136511216056671	0.452278983499024	1.44673698988744	36	71	CA2|ID2|CD36|APOE|DCXR|SMOX|PTS|AHCY|NINJ1|ARPP19|ATP2A2|MT2A|FAH|PDLIM5|HES6
HALLMARK_INFLAMMATORY_RESPONSE	0.0657051282051282	0.14283723522854	0.447802301934047	1.44057415286564	40	72	NAMPT|NFKBIA|HIF1A|CDKN1A|CSF1|PDE4B|RGS16|TNFSF9|NFKB1|RGS1|EIF2AK2|RIPK2|PLAUR|HBEGF|GPR132|LDLR|MXD1|ABCA1|ATP2A2|CHST2|TNFAIP6
HALLMARK_ANDROGEN_RESPONSE	0.0715502555366269	0.149063032367973	0.511505552389423	1.48440104330779	41	41	RRP12|ELL2|SPCS3|ABCC4|NDRG1|LMAN1|ABHD2|SGK1|PDLIM5|CCND1|IDI1|SLC38A2|BMPR1B|ZMIZ1|ELOVL5|AKAP12
HALLMARK_KRAS_SIGNALING_UP	0.0765472312703583	0.153094462540717	0.445108591924919	1.41417749759368	46	69	CA2|ID2|TNFAIP3|GADD45G|AMMECR1|YRDC|GNG11|PTGS2|USP12|RGS16|RBM4|PLAUR|HBEGF|SPRY2|PEG3
HALLMARK_UV_RESPONSE_DN	0.0817307692307692	0.155543816399601	0.459155557168471	1.42181320901602	50	60	BHLHE40|NFIB|YTHDC1|DLC1|KCNMA1|NFKB1|CDC42BPA|SCAF8|RUNX1|DYRK1A|PRDM2|LTBP1|LDLR
HALLMARK_APOPTOSIS	0.0839936608557845	0.155543816399601	0.421184745965391	1.39101555303718	52	80	BTG3|ETF1|TIMP3|CDKN1A|MCL1|CTNNB1|GADD45B|TOP2A|GADD45A|EGR3|SOD2|TNFRSF12A|RHOB|LMNA|LEF1|CCND2|VDAC2|DNM1L|CCND1|BIRC3|LUM|SMAD7|CREBBP
HALLMARK_TGF_BETA_SIGNALING	0.0904159132007233	0.161456987858435	0.558137384536579	1.46756827813014	49	26	ID2|SKIL|PPM1A|CTNNB1|SKI
HALLMARK_COAGULATION	0.0963222416812609	0.166072830484933	0.533501324916266	1.44246021310804	54	30	MAFF|APOC1|VWF|TIMP3
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.154373927958834	0.257289879931389	0.468781871596061	1.31631515745376	89	36	CD36|CSF1|MAP3K8|CXCL3|IL6ST|CSF2RB|LEPR|CXCL1|TNFRSF12A
HALLMARK_FATTY_ACID_METABOLISM	0.285481239804241	0.460453612587486	0.357837968059035	1.12766002189063	174	67	CA2|CD36|ODC1|PTS|ALDH1A1|HSP90AA1|IL4I1|SERINC1
HALLMARK_ADIPOGENESIS	0.300319488817891	0.469249201277955	0.335265721198191	1.1056980541976	187	81	PLIN2|CD36|APOE|PIM3|G3BP2|ARL4A|GADD45A
HALLMARK_PANCREAS_BETA_CELLS	0.35031847133758	0.530785562632696	-0.538621135671852	-1.11361802187225	164	6	LMO2
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.377358490566038	0.54840893703453	0.3809310828138	1.06963470354747	219	36	CALR|SLC2A1|CDKN1A|NFKBIB
HALLMARK_MITOTIC_SPINDLE	0.383886255924171	0.54840893703453	0.309847902566667	1.0333967646507	242	87	CSNK1D|CENPF|BIRC5|TOP2A|CDC42BPA|AKAP13|DYNC1H1|DYNLL2|PCM1|KIF20B|MARCKS|MAPRE1|MYH10|NET1|PDLIM5|PCGF5|SOS1|TPX2|SMC3|CDC42|CENPE|CAPZB|KIF2C|BUB1|ITSN1|PPP4R2|ARHGEF12|ARF6|RFC1|TUBA4A|LRPPRC
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.416856492027335	0.578967350037965	-0.373088752376973	-1.01702041374543	182	22	S100A11|ANTXR2|HSD17B7|ATXN2|CD9
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.471502590673575	0.637165663072399	-0.301587151352768	-0.972452395294927	181	47	SELL|GBP2|TXNIP|IRF2|PSMB9|NMI|GBP4|TMEM140|TRAFD1|IRF7|UBE2L6
HALLMARK_ALLOGRAFT_REJECTION	0.491085899513776	0.646165657254969	0.307177529587901	0.967729703897344	302	66	HIF1A|JAK2|SRGN|CSF1|EIF5A|STAT4|EIF3A|RIPK2|NME1|CD3D|CCL4|CCND2
HALLMARK_PEROXISOME	0.530508474576271	0.680139069969578	0.328922176794809	0.944653466346687	312	39	DHRS3|ALDH1A1|TOP2A|SOD2|SIAH1|IDI1|CTPS1|ELOVL5|SMARCC1|SOD1|ACSL4|YWHAH
HALLMARK_APICAL_JUNCTION	0.575835475578406	0.719794344473008	-0.274677201713588	-0.923026291381076	223	57	CD99|TRO|CLDN15|CD34|SORBS3|SYK|RAC2|ZYX|CAP1|ACTB
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.636690647482014	0.776452009124408	0.334698196540444	0.860337335685242	353	21	CDKN2D|MPO|PDLIM1|SOD2
HALLMARK_ANGIOGENESIS	0.671480144404332	0.799381124290872	0.346674089175511	0.810929712220507	371	13	VEGFA|CCND2|LUM|PDGFA|PF4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.738095238095238	0.854384883959745	-0.234678538905086	-0.859561807062087	278	85	NDUFB3|NDUFB2|ACADM|ACADVL|PRDX3|UQCR10|ACAA1|TCIRG1|MGST3|ATP6V0E1|SDHD|MTRF1|TIMM50|NNT|ATP6AP1|CYB5R3|MRPS15|IDH1|PDHB|COX17|ETFB|SDHA|HTRA2|GLUD1|SUCLA2|GOT2|SLC25A6|TOMM22|NDUFA8|SUCLG1|HADHB|RHOT2|RHOT1
HALLMARK_GLYCOLYSIS	0.766025641025641	0.854384883959745	0.25576602553863	0.792000680054762	477	60	VEGFA|DDIT4|ZNF292|HSPA5|ARPP19|HMMR|ALDOA|CHST2|MXI1|IRS2|ARTN|CENPA|PRPS1|PGK1|DEPDC1|SOD1|HDLBP
HALLMARK_HEDGEHOG_SIGNALING	0.768946395563771	0.854384883959745	0.327335943658099	0.710839133553951	415	10	VEGFA|TLE1|MYH9
HALLMARK_SPERMATOGENESIS	0.793893129770992	0.86292731496847	-0.2338261697256	-0.774610138788925	311	51	RPL39L|POMC|CSNK2A2|NPHP1|CCNB2|PGS1|CLGN|SLC2A5
HALLMARK_BILE_ACID_METABOLISM	0.899103139013453	0.949754901960784	-0.237783147194307	-0.657578463485557	400	23	CAT|EFHC1|IDH1|PEX12|PEX1|SLC35B2|GSTK1
HALLMARK_APICAL_SURFACE	0.911764705882353	0.949754901960784	0.269785959362559	0.572523749973072	495	9	PLAUR|GSTM3|MAL
HALLMARK_PROTEIN_SECRETION	0.976230899830221	0.978142076502732	0.177568136395954	0.515272852702459	574	42	GLA|LMAN1|ABCA1|AP1G1|NAPG|DNM1L|COPB1|ARFGEF2|SOD1|COPE|SEC31A|ATP1A1|CTSC|CAV2|MON2|M6PR|RAB22A|ARF1|YKT6
HALLMARK_NOTCH_SIGNALING	0.978142076502732	0.978142076502732	0.190567937112916	0.452029871076357	536	14	HES1|CCND1|PPARD|APH1A
