Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
ACAP1	13.2431284945161	31.3165665716646	0.422879323766564	-1.24168207183129	131	186	284	284	0.461267605633803	0.654929577464789	4.72416527110696e-06	4.35102634160936e-09	6.68358618445431e-13	1.1137284978277e-10
LINC00669	4.50268578690498	1.41959314430615	3.17181426591473	1.66530829264054	85	35	284	284	0.299295774647887	0.123239436619718	3.50170183251104e-07	1.21417471407102e-07	1.35156065919925e-12	2.06450890692686e-10
CPNE1	5.38398355061919	21.9617069891215	0.245153236644406	-2.02824428590497	138	184	284	284	0.485915492957746	0.647887323943662	0.00013411780612487	5.07214809976249e-10	2.13051486477429e-12	3.00402595933175e-10
SERINC3	8.66081510665824	17.1073851838078	0.506261770200612	-0.982044550051812	94	152	284	284	0.330985915492958	0.535211267605634	1.27273662849527e-06	6.50878682648717e-08	2.57812671177719e-12	3.37550447334828e-10
SOX4	20.7351975944078	39.3378477512787	0.527105542873372	-0.923836231820334	241	262	284	284	0.848591549295775	0.922535211267606	0.0079913681857156	1.25235591110035e-11	3.09576640795889e-12	3.78302655052576e-10
RPS21	8.17858628090535	16.131569775686	0.506992586253594	-0.979963444016489	201	244	284	284	0.707746478873239	0.859154929577465	1.62279281757089e-05	7.54879712313718e-09	3.76454627277175e-12	4.31275832374414e-10
FAM65C	2.08563376363319	5.56689532070198	0.374649359020136	-1.41638711169053	34	83	284	284	0.119718309859155	0.292253521126761	4.70895991346828e-07	4.12120859989304e-07	5.87449179027762e-12	6.3340843832817e-10
RBM39	51.3815976716393	79.6564571205738	0.645039956947425	-0.632539563957	265	276	284	284	0.933098591549296	0.971830985915493	0.046758861391018	5.53886762845169e-12	7.76506794537832e-12	7.90742752437693e-10
FLT3	4.89796620147912	1.81207672424575	2.70295740569032	1.43453877747249	87	39	284	284	0.306338028169014	0.137323943661972	1.66246609838459e-06	5.01459841515102e-07	2.40202041385991e-11	2.31731758873959e-09
CD52	108.683058092655	63.8225603711245	1.70289404656706	0.767988673861103	275	262	284	284	0.96830985915493	0.922535211267606	0.0251910144848386	5.31305428485624e-11	3.79299842734336e-11	3.47628305866019e-09
RPAIN	6.92812189499833	14.1018273303954	0.491292492290364	-1.02534590224301	103	156	284	284	0.362676056338028	0.549295774647887	1.11818475102434e-05	1.84400243744031e-07	5.75432067906062e-11	5.02269990700863e-09
CXXC5	35.4280342052789	21.1436348740478	1.67558863063626	0.744668000238338	222	173	284	284	0.78169014084507	0.609154929577465	1.0987427796162e-05	2.08975109465515e-07	6.3831112867715e-11	5.0870621689792e-09
SPARC	14.1533759349789	6.0682760361147	2.33235532641339	1.22178759497236	144	89	284	284	0.507042253521127	0.313380281690141	3.79669814213556e-06	5.85449247205457e-07	6.18648371939546e-11	5.0870621689792e-09
FCER1A	4.63032982021765	46.2163827125957	0.10018806207773	-3.31921748063876	55	102	284	284	0.193661971830986	0.359154929577465	1.43254962883565e-05	1.76385968932105e-07	7.00030793691412e-11	5.34648518681816e-09
RAMP1	15.0349368702847	32.7977883291098	0.45841313198977	-1.1252797218546	110	162	284	284	0.387323943661972	0.570422535211268	1.7488424167213e-05	1.84290173265523e-07	8.85044007870598e-11	6.00846543121039e-09
FAM101B	8.17356297548168	23.6493407059935	0.345614834556898	-1.53276295237915	96	148	284	284	0.338028169014085	0.52112676056338	1.45622820454986e-05	2.19401703156689e-07	8.77645633309397e-11	6.00846543121039e-09
FAM117A	4.56164452483623	9.2509083621998	0.493102336141993	-1.02004100706053	105	159	284	284	0.369718309859155	0.559859154929577	7.76765603502229e-06	4.02887671951543e-07	8.60302285214531e-11	6.00846543121039e-09
ITM2A	80.5147903883176	41.4605463178663	1.94196163675783	0.957514700754063	247	215	284	284	0.869718309859155	0.757042253521127	0.000788015503698247	4.82744415374865e-09	1.03832709650963e-10	6.79733417107913e-09
RP1-249H1.4	8.89949043926511	1.64895796400709	5.39703899888307	2.43216811223031	71	29	284	284	0.25	0.102112676056338	4.87173128126601e-06	1.0816918349739e-06	1.42119100872098e-10	8.98290730684675e-09
MDK	5.86984252335973	15.4171520991661	0.380734553671376	-1.39314258685171	145	186	284	284	0.51056338028169	0.654929577464789	0.00065061277894865	1.04765270154292e-08	1.82071451027864e-10	1.11245656578025e-08
CPA3	2.41740500718303	7.870053812757	0.307164990824399	-1.70291430084073	23	63	284	284	0.0809859154929577	0.221830985915493	3.5842582109357e-06	2.5922356182824e-06	2.4530689122188e-10	1.4504759084184e-08
ZBTB16	8.00449545262211	16.4035269132947	0.487974049418277	-1.0351236679415	77	129	284	284	0.27112676056338	0.454225352112676	7.90980943260032e-06	1.26575313080953e-06	2.63584901766875e-10	1.46749260663892e-08
TPM1	5.54660919883983	11.1988838772778	0.495282320954655	-1.01367696982912	68	121	284	284	0.23943661971831	0.426056338028169	3.28857150310617e-06	3.05178802413496e-06	2.64196704959544e-10	1.46749260663892e-08
PKIG	6.93410667446873	28.3983229644835	0.244173104275943	-2.03402379900383	79	126	284	284	0.278169014084507	0.443661971830986	5.5546109802079e-05	2.94055969620304e-07	4.22025856327446e-10	2.27521586661238e-08
HOPX	86.4182082676682	52.5026385112979	1.64597838733518	0.718945392449052	234	199	284	284	0.823943661971831	0.700704225352113	0.000766872669073635	2.56188226924593e-08	5.03990976413743e-10	2.6211578788308e-08
HLA-DQA1	26.2083525551978	12.2906631733563	2.13237904135331	1.09246390736347	176	126	284	284	0.619718309859155	0.443661971830986	3.62462079813941e-05	5.54120317587078e-07	5.14793691423399e-10	2.6211578788308e-08
EIF4E3	4.8554720113046	1.66285748454257	2.91995679511903	1.54594702255438	91	45	284	284	0.320422535211268	0.158450704225352	8.35454273813598e-06	3.12005274115074e-06	6.61319531058806e-10	3.276212703867e-08
EGFL7	20.4220043782073	12.0932988719043	1.68870418192117	0.755916626746022	226	188	284	284	0.795774647887324	0.661971830985915	0.000457660232646768	6.07797731514826e-08	7.03907067859304e-10	3.3954254089108e-08
GNAS	47.8879712443818	76.8947457673005	0.622772996601104	-0.683221704282654	267	278	284	284	0.940140845070423	0.97887323943662	0.0311409280395424	1.21051291303177e-09	9.42467197952848e-10	4.42959583037838e-08
VAMP5	24.5890104609464	44.9378958928928	0.547177609729506	-0.869918897911168	180	220	284	284	0.633802816901408	0.774647887323944	0.000321939556572145	1.31281854480435e-07	1.05184741530709e-09	4.82009078064473e-08
LINC00426	2.77121808103617	1.35479441367163	2.04548974595038	1.03244630500713	46	13	284	284	0.161971830985915	0.0457746478873239	6.6591463276297e-06	7.44918831936863e-06	1.22658491369105e-09	5.48373206535535e-08
SLC38A1	9.49139257316662	4.89492008354196	1.939029118183	0.95533446839715	106	59	284	284	0.373239436619718	0.207746478873239	1.93968703361264e-05	3.60222596282009e-06	1.70378162434947e-09	7.43578980341088e-08
GIMAP7	24.5320374056798	14.214653155617	1.72582736540327	0.787288158877896	151	99	284	284	0.53169014084507	0.348591549295775	1.54097883386157e-05	5.82312738043192e-06	2.16563631095737e-09	9.23165432089502e-08
L3MBTL1	0.025453197707291	0.606286075767939	0.0419821578040553	-4.5740798694237	3	26	284	284	0.0105633802816901	0.0915492957746479	9.48915976902319e-06	1.06605171671075e-05	2.4292734328774e-09	1.01201322783279e-07
MBOAT2	4.66717365074295	6.79394774134692	0.686960487249446	-0.541700974721213	45	90	284	284	0.158450704225352	0.316901408450704	1.25991122354923e-05	8.78930412896744e-06	2.64926666634813e-09	1.07913462209247e-07
PPP1R14A	0.0460884074519094	0.653990201411399	0.0704726268871374	-3.82679319783469	5	30	284	284	0.0176056338028169	0.105633802816901	1.26458716123234e-05	1.09941439080445e-05	3.29451303394503e-09	1.31279182417853e-07
IL6R	11.6503674785519	4.72389641071017	2.46626226860899	1.30232622776275	133	84	284	284	0.46830985915493	0.295774647887324	3.21861159294123e-05	7.59806478122161e-06	5.65688165922856e-09	2.16022168361791e-07
FKBP5	11.7963898749906	6.13132260226105	1.92395517904089	0.944075190101391	176	126	284	284	0.619718309859155	0.443661971830986	3.62462079813941e-05	6.68604168158696e-06	5.60799322642181e-09	2.16022168361791e-07
HLA-DQB2	3.81824331024177	2.43387557080014	1.56879150111462	0.649653624902645	133	81	284	284	0.46830985915493	0.285211267605634	9.36081094821536e-06	2.76512026657971e-05	5.97263288139888e-09	2.23425225951105e-07
DCK	5.00929898527658	2.53782003105745	1.97385903018085	0.981018958527217	103	57	284	284	0.362676056338028	0.200704225352113	2.46480946744118e-05	1.1364685596222e-05	6.44153697812663e-09	2.36146745618122e-07
MGST1	21.1236177120559	10.8372065685375	1.94917551663008	0.962864006229871	156	108	284	284	0.549295774647887	0.380281690140845	7.41031689574253e-05	3.86914072153222e-06	6.58658256741051e-09	2.36729526393401e-07
CTNNBL1	6.24203174424175	17.0625821068654	0.36583160187286	-1.45074838913916	84	128	284	284	0.295774647887324	0.450704225352113	0.000184403369177645	1.79142001279752e-06	7.5420439071108e-09	2.65857047725656e-07
SLC40A1	5.39430592860458	12.2173772402759	0.441527328043999	-1.17942535958801	98	147	284	284	0.345070422535211	0.517605633802817	4.56801860747705e-05	1.06818310507352e-05	1.09499501106348e-08	3.78702991562144e-07
CD47	43.3903760963839	22.6182223223835	1.91838135985797	0.939889545843965	208	171	284	284	0.732394366197183	0.602112676056338	0.00131649279755682	4.31376836585962e-07	1.26580618959644e-08	4.29670878801903e-07
CBR1	25.7154477191215	15.5243967143603	1.65645391523229	0.728098066267888	156	106	284	284	0.549295774647887	0.373239436619718	3.55864828767664e-05	1.976441824899e-05	1.55264868174611e-08	5.17455460661929e-07
DPEP2	4.27848191954816	2.12133171249826	2.01688490976711	1.01212876127088	68	30	284	284	0.23943661971831	0.105633802816901	3.33565182602891e-05	2.30184300717238e-05	1.68823043890807e-08	5.52593999021161e-07
ITM2C	39.2941422691519	24.8159738069379	1.5834213307465	0.663045191609072	255	237	284	284	0.897887323943662	0.834507042253521	0.0356249874251696	2.5679487206429e-08	1.99545600496866e-08	6.41696641597817e-07
VNN2	4.36033966824873	0.204443154023412	21.3278829955314	4.41466886584372	45	15	284	284	0.158450704225352	0.0528169014084507	5.5858390670884e-05	1.72392753950174e-05	2.09549436723793e-08	6.62248478473641e-07
IFI44L	44.3599387684244	31.3614045205126	1.41447551366552	0.500267202100665	219	173	284	284	0.77112676056338	0.609154929577465	4.14639922680016e-05	2.46007273037156e-05	2.21384510173951e-08	6.76329678581419e-07
LY6E	5.96137866511117	3.74097162705172	1.59353752431674	0.672232991822562	230	196	284	284	0.809859154929577	0.690140845070423	0.00133662994985456	7.59792885415779e-07	2.20456393097798e-08	6.76329678581419e-07
AC006129.2	26.5231852426875	14.766495847155	1.79617327748056	0.844926534100981	198	156	284	284	0.697183098591549	0.549295774647887	0.000373880539735924	2.97880211575531e-06	2.40736020468558e-08	7.23392009047323e-07
GALNTL6	5.27644113766299	2.28587794613021	2.30827772173731	1.20681681309471	88	46	284	284	0.309859154929577	0.161971830985915	4.58016864765335e-05	2.47736569378359e-05	2.45054902326242e-08	7.24492961232261e-07
CASP1	20.3575368403704	7.83820782648269	2.5972183043666	1.37696728216827	140	96	284	284	0.492957746478873	0.338028169014085	0.000243815715630219	6.58313104800034e-06	3.41079119004867e-08	9.92377817676066e-07
SRSF6	40.8183046815287	59.7765399939063	0.682848232528845	-0.55036312912192	249	269	284	284	0.876760563380282	0.947183098591549	0.00448104598370733	3.71532446033169e-07	3.53174271162192e-08	1.01151318600047e-06
TYROBP	7.01428918724105	1.95906726890882	3.58042283619386	1.84012997510341	71	34	284	284	0.25	0.119718309859155	8.7837875685372e-05	2.0362228805627e-05	3.78137767637973e-08	1.06634850473908e-06
LPXN	6.51921880757251	1.8236469917731	3.57482497269606	1.83787260770783	59	25	284	284	0.207746478873239	0.0880281690140845	8.04287345886445e-05	2.87922405081544e-05	4.83605122471031e-08	1.34310331740818e-06
CPVL	0.987868078112071	4.28153129881376	0.230727748828035	-2.11573657249118	9	35	284	284	0.0316901408450704	0.123239436619718	5.62895967414234e-05	4.38629324173484e-05	5.14037592536282e-08	1.39613911642088e-06
NOTCH1	5.25921851596788	2.11697310858751	2.48431049720652	1.31284549754615	83	42	284	284	0.292253521126761	0.147887323943662	4.54207114795116e-05	5.47920651537917e-05	5.17934860428914e-08	1.39613911642088e-06
DEPTOR	1.66880150982705	5.2616475903632	0.317163299359593	-1.65670225604986	31	67	284	284	0.109154929577465	0.235915492957746	8.83727174676161e-05	3.03430806439863e-05	5.56059789148492e-08	1.47718491812926e-06
SCAND1	22.6848947054892	47.9665566337252	0.472931481797038	-1.08029691350456	159	193	284	284	0.559859154929577	0.679577464788732	0.0042901540226271	6.34804874265623e-07	5.6432829914672e-08	1.47773396047991e-06
RPN2	18.8814238049531	30.6225765109917	0.616585080558972	-0.697628113752347	175	212	284	284	0.616197183098592	0.746478873239437	0.00115761865096269	2.70259604358313e-06	6.4394495236e-08	1.66246633475476e-06
AC093673.5	3.66797220643603	0.572590822080649	6.40592210875395	2.67940625612109	38	11	284	284	0.133802816901408	0.0387323943661972	7.10331736713382e-05	4.56136296748988e-05	6.65761047097337e-08	1.6949166657353e-06
CYTH4	14.2218720985999	5.45863903035109	2.60538790338096	1.38149818425886	130	86	284	284	0.457746478873239	0.302816901408451	0.00019502092974168	1.87345297758683e-05	7.46346008619202e-08	1.87404415588904e-06
EZH1	4.57467417361589	1.7552928778924	2.60621702009567	1.38195722234801	62	27	284	284	0.21830985915493	0.0950704225352113	7.3524388968588e-05	5.16351272267846e-05	7.74064050894983e-08	1.9173775747169e-06
CD34	51.794355303891	31.4276532838003	1.648050359859	0.720760327963352	246	225	284	284	0.866197183098592	0.792253521126761	0.0253938975621274	1.78612183748925e-07	9.16715536651591e-08	2.22047849986434e-06
CTNS	0.201091383797566	1.02545404707895	0.196099849008723	-2.35033967019081	4	25	284	284	0.0140845070422535	0.0880281690140845	6.98603982433594e-05	6.52183017168855e-05	9.20656661154881e-08	2.22047849986434e-06
POLR2D	5.97260217165475	3.67237556557814	1.62635930476094	0.701646021208892	109	64	284	284	0.383802816901408	0.225352112676056	5.64649986113255e-05	8.35602216464046e-05	9.51753012125501e-08	2.26566658600785e-06
PSD4	3.17934327054961	1.29263323126612	2.45958651970867	1.29841580495318	78	39	284	284	0.274647887323944	0.137323943661972	7.19388483957484e-05	7.63854337076588e-05	1.10008276857612e-07	2.48944656148151e-06
NR6A1	3.1060675258129	1.43541136626567	2.16388667305426	1.11362494440324	123	79	284	284	0.433098591549296	0.278169014084507	0.000157392834983882	3.48272191281414e-05	1.09751015377626e-07	2.48944656148151e-06
SAT2	4.05317454909818	8.97683792687466	0.451514729586893	-1.14715504194238	48	88	284	284	0.169014084507042	0.309859154929577	0.000115990123784287	4.68749826743337e-05	1.08903985639561e-07	2.48944656148151e-06
B3GNT8	2.38457169911003	1.28352544788939	1.85782970102477	0.893618262351716	43	14	284	284	0.151408450704225	0.0492957746478873	6.80889775576964e-05	7.98124760888915e-05	1.08852886494827e-07	2.48944656148151e-06
VPS53	3.45078422406038	5.48156742421624	0.629525089633241	-0.667664217390827	55	95	284	284	0.193661971830986	0.334507042253521	0.00019356955931574	3.4324191950488e-05	1.31749776380512e-07	2.94508951348145e-06
GGT1	1.49275843706032	0.490855304521765	3.041137425447	1.60461101154503	39	12	284	284	0.137323943661972	0.0422535211267606	9.86818619117556e-05	7.39127630403071e-05	1.4395311530431e-07	3.17910916087711e-06
DUSP18	1.36572376096066	0.332910424435245	4.10237607692067	2.03645975399193	34	9	284	284	0.119718309859155	0.0316901408450704	9.48460777415503e-05	7.8653450918409e-05	1.47063743052696e-07	3.20914096447134e-06
USP30-AS1	2.76490038894083	0.896852992707483	3.08289141188452	1.62428407455872	51	20	284	284	0.179577464788732	0.0704225352112676	0.000115394674312866	7.0805190248392e-05	1.60328341989084e-07	3.4574335395999e-06
TMEM156	4.15043207415008	0.595959664786954	6.96428352350623	2.79997493785836	49	19	284	284	0.172535211267606	0.0669014084507042	0.000145741436828649	6.03370071911443e-05	1.71908250758972e-07	3.66404446094414e-06
AMICA1	9.89826501145235	3.4534914494309	2.86616172542819	1.51912001709847	83	45	284	284	0.292253521126761	0.158450704225352	0.000187443073050454	5.18298790801192e-05	1.88955613879312e-07	3.93585954819068e-06
PZP	1.26774359759151	1.09856943287883	1.15399496804617	0.206636933176929	59	25	284	284	0.207746478873239	0.0880281690140845	8.04287345886445e-05	0.000119768607934581	1.87436601257572e-07	3.93585954819068e-06
C1QBP	24.9215219590001	42.307984968537	0.58905008067705	-0.763537798568531	184	212	284	284	0.647887323943662	0.746478873239437	0.0135555360409855	8.66853220145269e-07	2.26310150441203e-07	4.66097197481713e-06
IFITM1	35.5577528103204	25.9321247712007	1.37118547454351	0.455423731661183	251	225	284	284	0.883802816901408	0.792253521126761	0.00422983473530691	2.88186082755394e-06	2.34320367115825e-07	4.77232481025896e-06
GATA1	0.725128031417056	2.63161604108487	0.275544767966274	-1.85964136129623	15	43	284	284	0.0528169014084507	0.151408450704225	0.000143061039750874	8.93711064428984e-05	2.45161801410643e-07	4.93825914270009e-06
SLC2A10	0.470159307765566	1.09430841739857	0.42964058421779	-1.21879781691719	4	24	284	284	0.0140845070422535	0.0845070422535211	0.000125907967118737	0.000122021460845275	2.91771929830071e-07	5.81323855846218e-06
GATA2	11.5429530359551	19.1663395118675	0.602251307757951	-0.731562473681628	146	189	284	284	0.514084507042254	0.665492957746479	0.000330775998553236	5.03556408856768e-05	3.14981044121094e-07	5.95559224061859e-06
MCTP1	9.36541306134359	6.30608706455171	1.48513855985104	0.570597537278293	161	115	284	284	0.566901408450704	0.404929577464789	0.000153549957878941	0.000106491823083454	3.09522310499754e-07	5.95559224061859e-06
FAM127B	17.5860924331651	7.85648238541525	2.2384181075505	1.16247953825847	120	79	284	284	0.422535211267606	0.278169014084507	0.000421448292590856	3.86644405719413e-05	3.08504700726589e-07	5.95559224061859e-06
LTB4R	2.42933017926222	0.841520897449384	2.88683286015288	1.52948758183476	56	24	284	284	0.197183098591549	0.0845070422535211	0.000157523921466207	0.000102590510364117	3.06090388544582e-07	5.95559224061859e-06
ZFAS1	11.6954819137694	18.6764543918315	0.626215322694476	-0.675269285061565	154	198	284	284	0.542253521126761	0.697183098591549	0.000195020929741681	8.54603463286025e-05	3.15162273507912e-07	5.95559224061859e-06
ANXA1	215.174445622089	153.769239588474	1.39933348306821	0.484739820283671	282	274	284	284	0.992957746478873	0.964788732394366	0.0366009560550387	5.12129927735786e-07	3.52252515437295e-07	6.58855980404654e-06
TMEM71	3.51377081631867	2.2111090880101	1.58914403426423	0.66824989127009	70	34	284	284	0.246478873239437	0.119718309859155	0.000130262251559324	0.000149846656867978	3.66024339035106e-07	6.70922613451349e-06
ITM2B	55.6804584396809	37.1287681418691	1.49965811488617	0.584633639269934	250	221	284	284	0.880281690140845	0.778169014084507	0.00169649644416728	1.15034166552397e-05	3.6595586155284e-07	6.70922613451349e-06
ARHGAP17	4.75874280816581	2.24866545588466	2.11625201770783	1.0815114436369	86	47	284	284	0.302816901408451	0.165492957746479	0.00015401432144709	0.000146245776888096	4.19141023623513e-07	7.60678709209801e-06
IVNS1ABP	4.47696241462657	8.59321572673445	0.520988016243819	-0.940677906845098	69	112	284	284	0.242957746478873	0.394366197183099	0.000148161137210172	0.000156787476469984	4.31559463093904e-07	7.75537741030516e-06
SERTAD2	6.14093469955211	2.92225383443459	2.10143781049749	1.07137676231218	76	39	284	284	0.267605633802817	0.137323943661972	0.00015493554572076	0.000158858929607224	4.55830699958048e-07	8.11201624294274e-06
ANKZF1	2.77239322814375	6.70681188090709	0.413369761575717	-1.274495236894	54	93	284	284	0.190140845070423	0.327464788732394	0.000256879334986452	9.69231700901702e-05	4.60816381275331e-07	8.12188871997772e-06
CARD16	15.6486680030885	9.53425955303771	1.64130920875787	0.714847055986777	169	127	284	284	0.595070422535211	0.447183098591549	0.000562079694587562	4.48348880732037e-05	4.66123481038916e-07	8.13718419756507e-06
PTPRC	60.4763355920191	43.875302698151	1.37836850968478	0.462961647127794	256	226	284	284	0.901408450704225	0.795774647887324	0.000624309976052139	4.220227192584e-05	4.86157734864835e-07	8.40685969818154e-06
ADHFE1	7.58907127736417	4.36508775180642	1.73858389770596	0.797912687936317	91	51	284	284	0.320422535211268	0.179577464788732	0.000146598095166817	0.000191126114900077	5.15275347748257e-07	8.82710011609865e-06
MARCKSL1	4.4763434119908	8.68217987828553	0.515578285032576	-0.955736592893654	63	102	284	284	0.221830985915493	0.359154929577465	0.000426559750971202	6.81724063106661e-05	5.33704637118509e-07	8.95539895209303e-06
MIR4435-1HG	11.6011321859009	5.81911674124837	1.99362423916798	0.995393514362821	179	134	284	284	0.630281690140845	0.471830985915493	0.000199921714373855	0.000145533484547866	5.33977062445759e-07	8.95539895209303e-06
IRF7	6.7729830240985	3.76208778938618	1.80032561792068	0.848257864818462	103	62	284	284	0.362676056338028	0.21830985915493	0.00020734258144741	0.000141282350318463	5.37421650152882e-07	8.95539895209303e-06
LIMCH1	1.08891325771684	4.23354918790707	0.257210489210158	-1.95897861698468	19	48	284	284	0.0669014084507042	0.169014084507042	0.000225470216534116	0.000132031564324997	5.45662977107941e-07	9.01081294629599e-06
UBE2W	4.27833931911502	1.36557036243402	3.1330053996553	1.6475472561594	94	56	284	284	0.330985915492958	0.197183098591549	0.000408508157818379	7.86356713701924e-05	5.86368802708535e-07	9.59655370861379e-06
TNFSF13B	14.1633128829908	3.24636742269474	4.36281881834378	2.12526056188667	97	60	284	284	0.341549295774648	0.211267605633803	0.000703832889410141	4.89436440721803e-05	6.26398571698408e-07	9.997756813753e-06
GABARAP	0.112839227741758	0.161038493016061	0.700697240941669	-0.513136879385992	7	29	284	284	0.0246478873239437	0.102112676056338	0.000200472950676084	0.000170149309474996	6.20592007305443e-07	9.997756813753e-06
ROMO1	5.47931585231237	7.78898632039396	0.703469697714816	-0.507439814848601	158	200	284	284	0.556338028169014	0.704225352112676	0.000354617872769272	9.72806795792009e-05	6.27246063055971e-07	9.997756813753e-06
ANXA2	19.1664443497105	13.1795500097678	1.45425635439037	0.540281608052708	152	107	284	284	0.535211267605634	0.376760563380282	0.000204013649740484	0.000172099801899659	6.37777585180914e-07	1.00779854623846e-05
LSMD1	10.1863014744805	17.1676624615671	0.593342366631704	-0.753063295154949	143	182	284	284	0.503521126760563	0.640845070422535	0.00124878898546933	3.34879512669087e-05	7.52326793510409e-07	1.17864530983297e-05
COL6A1	0.270621086346518	1.43469546354048	0.188626153231636	-2.4063983736902	4	23	284	284	0.0140845070422535	0.0809859154929577	0.000225302670543053	0.000188252391836162	7.6242108239708e-07	1.18433715596089e-05
SELM	0.54287176242411	4.83655004222089	0.112243594645995	-3.15529497719158	13	38	284	284	0.0457746478873239	0.133802816901408	0.000341147979389545	0.000148112476710568	8.99440272069649e-07	1.38544035185182e-05
ALS2	8.15889206710963	4.50866360352301	1.80960319610768	0.855673382519854	113	72	284	284	0.397887323943662	0.253521126760563	0.000329199548854256	0.000179572105254906	1.04301305461402e-06	1.59320244092292e-05
RNF130	25.9723484433692	53.5414483801598	0.485088641214149	-1.04367969695817	184	209	284	284	0.647887323943662	0.735915492957746	0.0290275582107789	2.20144692033713e-06	1.12250752544559e-06	1.7004597472246e-05
SLC25A11	10.3046214859984	19.9960267577366	0.515333451532387	-0.95642185055574	89	129	284	284	0.313380281690141	0.454225352112676	0.000748272486862666	8.82379190000228e-05	1.15764831818262e-06	1.73931915346618e-05
LTB	36.9310277434541	14.3426716741336	2.57490574856131	1.36451962508351	125	88	284	284	0.440140845070423	0.309859154929577	0.00177662404560276	4.62346070392713e-05	1.42226572795704e-06	2.11186949807442e-05
REC8	2.40399176063586	5.87708848949258	0.409044676617318	-1.28966966928956	58	95	284	284	0.204225352112676	0.334507042253521	0.000635148195393578	0.000129942871266272	1.42865148805907e-06	2.11186949807442e-05
DPYSL3	6.04725860709344	2.59767297023973	2.32795223893613	1.21906145972523	69	35	284	284	0.242957746478873	0.123239436619718	0.000313377697192011	0.000269376725499029	1.45935306537927e-06	2.12574317933468e-05
CORO1A	16.9142536711631	8.03096205987483	2.10613044179003	1.07459479148986	152	114	284	284	0.535211267605634	0.401408450704225	0.00183774941628727	4.63851201425499e-05	1.47282806205949e-06	2.12574317933468e-05
FBXW9	2.99263734247956	5.13164042161183	0.583173624144846	-0.77800262415244	68	108	284	284	0.23943661971831	0.380281690140845	0.000386908281821646	0.00021931270559728	1.46647355017942e-06	2.12574317933468e-05
OSBPL9	5.79958827001987	5.20195807505757	1.11488562313253	0.156895710680567	102	61	284	284	0.359154929577465	0.214788732394366	0.000196307498904113	0.000442845769015687	1.50031622177804e-06	2.14849971446808e-05
BAALC	41.3486789372859	28.2035777092105	1.46607921036141	0.551963052522496	236	209	284	284	0.830985915492958	0.735915492957746	0.0079201909082195	1.12273460407878e-05	1.53262744237676e-06	2.17775666812139e-05
DZIP3	5.76822905544453	2.65483515524403	2.17272588245289	1.11950617131096	70	36	284	284	0.246478873239437	0.126760563380282	0.000348202592847006	0.000280972015536246	1.67689325593814e-06	2.36441949087277e-05
LRP2BP	1.1529957045037	0.11854436779397	9.72627992337524	3.28188811309151	26	6	284	284	0.0915492957746479	0.0211267605633803	0.000372255313206314	0.000265878479969023	1.69527803376451e-06	2.37209514190103e-05
