"genotype"	"cluster_corrected"	"cluster"
"MPNAML08PL30_9K"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.2"
"MPNAML08PL26_13B"	"preleukemic"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_11D"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_13C"	"TP53HET"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_13E"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_13H"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_13N"	"TP53HET"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_15F"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_15I"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_15L"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_15M"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_15P"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_17C"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_17D"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_17K"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_17O"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_19G"	"TP53HET"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_19H"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_19I"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_19J"	"TP53HET"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_19M"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_19N"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_19O"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_19P"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_1K"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_1L"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_21D"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_21J"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_21K"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_21L"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_21N"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_21O"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_23B"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_23E"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_23G"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_23H"	"TP53HET"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_23N"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_23P"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_3B"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_3C"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_3D"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_3L"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_3M"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_3O"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_5C"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_5I"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_5J"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_5N"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL27_1C"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL27_3C"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL27_5A"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL27_5K"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL27_7H"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL27_7L"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL30_11P"	"preleukemic"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL30_13N"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL30_3F"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL30_5N"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL30_7J"	NA	"del3_abn9_amp21"	"patient.1.1.1.1"
"MPNAML08PL26_11K"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_11J"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_13D"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_13F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_15C"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_15E"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_15K"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_15N"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_17J"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_19L"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_21I"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_21P"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_23J"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_3E"	NA	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_3K"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_3N"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.1"
"MPNAML08PL26_5A"	NA	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_11C"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_11E"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_11F"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_11I"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_13H"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_13K"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_13M"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_15P"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_1E"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_1G"	NA	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_3B"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_3I"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_3O"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_3P"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_5B"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_7C"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_7I"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_7K"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL28_9D"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL30_11I"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.1"
"MPNAML08PL30_3J"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL30_9H"	"preleukemic"	"normal"	"patient.1.1.2.1"
"MPNAML08PL27_11D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL26_17P"	"TP53_multihit_HOM"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_11H"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_11J"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_11K"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_11M"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_11N"	NA	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_11P"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_13A"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_13B"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_13E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_13F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_13G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_13L"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_13O"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_13P"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_15D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_15F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_15J"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_15N"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_15O"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_3D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_3J"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_3K"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_3L"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL27_7F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL28_3F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL28_7D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_11C"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_11M"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_13M"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_15P"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_1G"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_1K"	NA	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_3E"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_3P"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_9D"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_9F"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL30_9I"	"preleukemic"	"normal"	"patient.1.1.2.2"
"MPNAML08PL26_23I"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL26_11L"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_11O"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_15I"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_15M"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_1J"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_5J"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_5N"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_7D"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_7E"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL27_7O"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL28_1D"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL28_1F"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL28_5D"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL28_5F"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_11D"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_11G"	"TP53HET"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_13E"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_13O"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_13P"	"TP53HET"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_15M"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_15N"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_15O"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_1E"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_1F"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_1I"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_1J"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_1O"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_3I"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_3K"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_3L"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_3O"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_5E"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_5I"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_5J"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_5K"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_5L"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_5P"	"TP53HET"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_7C"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_7D"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_7E"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_7I"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_7P"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_9C"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_9E"	"TP53HET"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_9O"	NA	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_9P"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.1"
"MPNAML08PL30_3A"	NA	"del3_abn9_amp21"	"patient.1.2.1.2"
"MPNAML08PL30_13F"	"TP53_multihit_HOM"	"del3_abn9_amp21"	"patient.1.2.1.2"
