"subcluster"	"genotype"	"stage"	"cluster_corrected"	"cluster"
"51"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"52"	"patient.1.1.2.1"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"53"	"patient.1.1.2.1"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"54"	"patient.1.1.2.1"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"55"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"56"	"patient.1.1.2.1"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"57"	"patient.1.1.2.1"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"58"	"patient.1.1.2.1"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"59"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"60"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"61"	"patient.1.1.2.1"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"62"	"patient.1.1.2.1"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"63"	"patient.1.1.2.1"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.1"
"64"	"patient.1.1.2.2"	"preleukemic"	"GR003_CP"	"normal"	"patient.1.1.2.2"
"65"	"patient.1.1.2.2"	"preleukemic"	"GR003_CP"	"normal"	"patient.1.1.2.2"
"66"	"patient.1.1.2.2"	"TP53HET"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"67"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"68"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"69"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"70"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"71"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"72"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"73"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"74"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"75"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"76"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"77"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"78"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"79"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"80"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"81"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"82"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"83"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"84"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"85"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"86"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"87"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"88"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"89"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"90"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"91"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"92"	"patient.1.1.2.2"	NA	"GR003_AP"	"normal"	"patient.1.1.2.2"
"93"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"94"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"95"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"96"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"97"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"98"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"99"	"patient.1.1.2.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"100"	"patient.1.1.2.2"	NA	"GR003_AP"	"normal"	"patient.1.1.2.2"
"101"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"102"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"103"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"104"	"patient.1.1.2.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.2.2"
"105"	"patient.1.1.2.2"	NA	"GR003_AP"	"normal"	"patient.1.1.2.2"
"106"	NA	NA	NA	NA	NA
"107"	NA	NA	NA	NA	NA
"108"	"patient.1.1.1.2"	NA	"GR003_CP"	"normal"	"patient.1.1.1.2"
"109"	"patient.1.1.1.2"	NA	"GR003_CP"	"normal"	"patient.1.1.1.2"
"110"	"patient.1.1.1.2"	NA	"GR003_CP"	"normal"	"patient.1.1.1.2"
"111"	"patient.1.1.1.2"	NA	"GR003_CP"	"normal"	"patient.1.1.1.2"
"112"	"patient.1.1.1.2"	NA	"GR003_AP"	"normal"	"patient.1.1.1.2"
"113"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"114"	"patient.1.1.1.2"	NA	"GR003_CP"	"normal"	"patient.1.1.1.2"
"115"	"patient.1.1.1.2"	NA	"GR003_CP"	"normal"	"patient.1.1.1.2"
"116"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"117"	"patient.1.1.1.2"	NA	"GR003_CP"	"normal"	"patient.1.1.1.2"
"118"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"119"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"120"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"121"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"122"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"123"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"124"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"125"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"126"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"127"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"128"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"129"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"130"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"131"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"132"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"133"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"134"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"135"	"patient.1.1.1.2"	"TP53_multihit_HOM"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"136"	"patient.1.1.1.2"	"preleukemic"	"GR003_AP"	"normal"	"patient.1.1.1.2"
"137"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"138"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"139"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"140"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"141"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"142"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"143"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"144"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"145"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"146"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"147"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"148"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"149"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"150"	"patient.1.1.1.1"	NA	"GR003_CP"	"normal"	"patient.1.1.1.1"
"151"	NA	NA	NA	NA	NA
"152"	NA	NA	NA	NA	NA
"153"	NA	NA	NA	NA	NA
"154"	NA	NA	NA	NA	NA
"155"	NA	NA	NA	NA	NA
"156"	NA	NA	NA	NA	NA
"157"	NA	NA	NA	NA	NA
"158"	NA	NA	NA	NA	NA
"159"	NA	NA	NA	NA	NA
"160"	NA	NA	NA	NA	NA
"161"	NA	NA	NA	NA	NA
"162"	NA	NA	NA	NA	NA
"163"	NA	NA	NA	NA	NA
"164"	NA	NA	NA	NA	NA
"165"	NA	NA	NA	NA	NA
"166"	NA	NA	NA	NA	NA
"167"	NA	NA	NA	NA	NA
"168"	NA	NA	NA	NA	NA
"169"	NA	NA	NA	NA	NA
"170"	NA	NA	NA	NA	NA
"171"	NA	NA	NA	NA	NA
"172"	NA	NA	NA	NA	NA
"173"	NA	NA	NA	NA	NA
"174"	NA	NA	NA	NA	NA
"175"	NA	NA	NA	NA	NA
"176"	NA	NA	NA	NA	NA
"177"	NA	NA	NA	NA	NA
"178"	NA	NA	NA	NA	NA
"179"	NA	NA	NA	NA	NA
"180"	NA	NA	NA	NA	NA
"181"	NA	NA	NA	NA	NA
"182"	NA	NA	NA	NA	NA
"183"	NA	NA	NA	NA	NA
"184"	NA	NA	NA	NA	NA
"185"	NA	NA	NA	NA	NA
"186"	NA	NA	NA	NA	NA
"187"	NA	NA	NA	NA	NA
"188"	NA	NA	NA	NA	NA
"189"	NA	NA	NA	NA	NA
"190"	NA	NA	NA	NA	NA
"191"	NA	NA	NA	NA	NA
"192"	NA	NA	NA	NA	NA
"193"	NA	NA	NA	NA	NA
"194"	NA	NA	NA	NA	NA
"195"	NA	NA	NA	NA	NA
"196"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"197"	"patient.1.2.1.1"	"TP53HET"	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"198"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"199"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"200"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"201"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"202"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"203"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"204"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"205"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"206"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"207"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"208"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"209"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"210"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"211"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"212"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"213"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"214"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"215"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"216"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"217"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"218"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"219"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"220"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"221"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"222"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"223"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"224"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"225"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"226"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"227"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"228"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"229"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"230"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"231"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"232"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"233"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"234"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"235"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"236"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"237"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"238"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"239"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"240"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"241"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"242"	"patient.1.2.1.1"	"preleukemic"	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"243"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"244"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"245"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"246"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"247"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"248"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"249"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"250"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"251"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"252"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"253"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"254"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"255"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"256"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"257"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"258"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"259"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"260"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"261"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"262"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"263"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"264"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"265"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"266"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"267"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"268"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"269"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"270"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"271"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"272"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"273"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"274"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"275"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"276"	"patient.1.2.1.1"	NA	"GR003_CP"	"clone1"	"patient.1.2.1.1"
"277"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"278"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"279"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"280"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"281"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"282"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"283"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"284"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"285"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"286"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"287"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"288"	"patient.1.2.1.1"	NA	"GR003_AP"	"clone1"	"patient.1.2.1.1"
"289"	"patient.1.2.1.1"	"TP53_multihit_HOM"	"GR003_AP"	"clone1"	"patient.1.2.1.1"
