"subcluster"	"genotype"	"stage"	"cluster_corrected"	"cluster"
"MPNAML23PL122_15D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_15F"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_15L"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_17B"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_17G"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_17I"	"patient.1.1.1.2"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_17K"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_19G"	"patient.1.1.1.2"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_19P"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_21D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_21J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_21O"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_23C"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_23F"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_23H"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_23I"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_23K"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_3D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_3J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_5G"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_5I"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL122_7P"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_11B"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_11D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_11N"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_11P"	"patient.1.1.1.2"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_13J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_17J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_19D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_1B"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_1J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_1O"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_21F"	"patient.1.1.1.2"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_21K"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_3B"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_3D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_3M"	"patient.1.1.1.2"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_5D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_5H"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_5I"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_7J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_7N"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL123_9F"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_11I"	"patient.1.1.1.2"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_15D"	"patient.1.1.1.2"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_17H"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_17N"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_1A"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_1B"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_1F"	"patient.1.1.1.2"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_23F"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_23I"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_23L"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_23N"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_3F"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_3J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_5E"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_5H"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_5I"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_5O"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_5P"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_7F"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_9D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL124_9J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_11B"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_11H"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_15F"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_17D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_17H"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_1H"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_1M"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_21C"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_21D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_21G"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_21J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_21L"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_3A"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_3D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_3M"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_3N"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_5H"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_5J"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_5K"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_7D"	"patient.1.1.1.2"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL125_9F"	"patient.1.1.1.2"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.2"
"MPNAML23PL120_13G"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_11A"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_15C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_15I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_1G"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_21K"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_23I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_3C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_3G"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_3M"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_7A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_7C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_7I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_9A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_9I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL120_9K"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_11A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_13C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_15A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_1A"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_1C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_1I"	"patient.1.1.1.1"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_23I"	"patient.1.1.1.1"	NA	"GR006_CP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_5G"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL121_7K"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_11C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_11G"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_11J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_13J"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_15J"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_15P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_17C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_17F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_17N"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_19F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_19M"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_21C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_21F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_21I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_21M"	"patient.1.1.1.1"	NA	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_23A"	"patient.1.1.1.1"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_23D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_23P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_3B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_3F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_3L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_5B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_5E"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_5N"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_7D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_7F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL122_9O"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_13D"	"patient.1.1.1.1"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_13F"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_13H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_15E"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_15H"	"patient.1.1.1.1"	"TP53HET"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_15L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_15M"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_15O"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_15P"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_17D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_17F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_17I"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_17P"	"patient.1.1.1.1"	"preleukemic"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_19B"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_19C"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_19H"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_19N"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_1D"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_1F"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_1I"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_1L"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
"MPNAML23PL123_1P"	"patient.1.1.1.1"	"TP53_multihit_M2"	"GR006_AP"	"del5_del7_amp8_del12"	"patient.1.1.1.1"
