"genotype"	"cluster_corrected"	"cluster"
"MPNAML10PL51_17B"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.1"
"MPNAML10PL51_19O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.1"
"MPNAML10PL51_21D"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.1"
"MPNAML10PL51_21O"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.1"
"MPNAML10PL51_23M"	"TP53_multihit_HOM"	"del20"	"patient.1.1.2.1"
"MPNAML10PL39_11J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_11C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_11L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_13B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_13C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_13D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_13J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_15A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_15C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_15L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_15O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_17B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_17C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_17D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_17I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_17M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_17N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_17O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_19E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_19J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_1E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_1J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_1K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_1M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_1N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_21B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_21H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_21J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_21L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_21M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_21N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_3G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_5D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_5K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_5O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_7J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_9D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_9H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL39_9O"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_11K"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_11L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_11N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_13D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_13E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_13I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_13M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_13O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_15B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_15E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_15F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_15G"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_15I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_15K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_15M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_15O"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_19E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_19G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_19K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_1K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_1L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_1P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_21A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_21C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_21F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_21H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_21I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_21M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_21O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_21P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_3O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_5F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_5J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_5P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_7B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_7I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_7M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_7O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_9C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL40_9I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_11M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_11N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_11P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_13B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_13D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_13I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_13J"	"unassigned"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_15G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_15J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_15O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_17M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_19K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_21I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_21K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_23D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_23E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_23G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_23P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_3E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_3O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_5E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_5L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_7N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_7O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_9J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL42_9N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_11B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_11G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_11H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_11N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_11P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_13A"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_13F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_13G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_15B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_15C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_15D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_15H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_15I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_15J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_17C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_17G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_19C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_19E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_19F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_19I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_1D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_1G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_1K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_1N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_1P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_21B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_21E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_21J"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_5C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_5I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_7H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_7J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_7L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_7M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL46_7P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_11N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_11O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_11P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_13F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_13I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_13J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_13K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_13N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_13O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_15C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_15D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_15E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_15H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_15I"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_15L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_17C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_17E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_17G"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_17H"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_17K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_17M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_17N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_17O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_19I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_19N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_21E"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_21J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL47_23J"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_15A"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_15C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_15G"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_15L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_15N"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_17A"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_17D"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_17E"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_17G"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_17H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_17I"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_17N"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_17O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_19J"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_19M"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_1M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_21A"	"unassigned"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_21E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_21L"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_21N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_23B"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_23D"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_23E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_23K"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_23L"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_3C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_3D"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_3I"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_3K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_5C"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_5D"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL49_5F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_15O"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_15P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_17E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_17H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_17I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_19E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_19G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_19I"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_19K"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_19M"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_19P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_1D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_1F"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_1G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_1J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_1K"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_1N"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_1O"	NA	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_21B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_21C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_21E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_23A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_23B"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_23C"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_23D"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_23E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_23G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_23J"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_23P"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_3A"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_3E"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_3G"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
"MPNAML10PL51_3H"	"TP53_multihit_HOM"	"del20"	"patient.1.2.1.1"
