"subcluster"	"genotype"	"stage"	"cluster_corrected"	"cluster"
"MPNAML31PL175_7N"	"patient.1.2.1.2"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.2"
"MPNAML31PL175_9G"	"patient.1.2.1.2"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.2"
"MPNAML31PL175_9H"	"patient.1.2.1.2"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.2"
"MPNAML31PL170_15D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_15A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_15E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_15F"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_15H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_15I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_15K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_17A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_17L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_17M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_19A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_19E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_19G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_19I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_19J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_19L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_19O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_19P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21E"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21K"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_21O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23B"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23N"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23O"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL170_23P"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_11D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_11F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_11K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_11L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_11O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_11P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_13A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_13F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_13G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_13H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_13J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_13K"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_15B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_15C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_15F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_15I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_15J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_15M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_15N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_15O"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_17A"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_17B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_17F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_17J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_17L"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_17N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_17O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_17P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19B"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19C"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19D"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_19P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_1C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_1D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_1G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_1K"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_1N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_21D"	"patient.1.2.1.1"	"TP53HET"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_21E"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_21K"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_21L"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_21M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_21O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_23A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_23D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_23J"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_23M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5I"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5N"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5O"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_5P"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_7A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_7B"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_7E"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_7G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_7H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_7J"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_7L"	"patient.1.2.1.1"	"preleukemic"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_7M"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_9A"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_9B"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_9D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_9E"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_9H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL171_9M"	"patient.1.2.1.1"	NA	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11B"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11C"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11D"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11F"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11G"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
"MPNAML31PL172_11H"	"patient.1.2.1.1"	"TP53_multihit_M2"	"GR007_AP"	"cluster1"	"patient.1.2.1.1"
