"genotype"	"cluster_corrected"	"cluster"
"MPNAML22PL101_9O"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL101_9P"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_11A"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_11F"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_11H"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_11I"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_11M"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_11N"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_11P"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_17F"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_17G"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_17J"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_17N"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_17P"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1A"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1B"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1D"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1E"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1G"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1H"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1I"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1J"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1K"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1L"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1N"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_1P"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3A"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3C"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3D"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3E"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3J"	"TP53HET"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3K"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3M"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3N"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_3O"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_5C"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_5G"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_5H"	NA	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_5J"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_5K"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_7B"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_7C"	"TP53HET"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_7E"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_7H"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_7I"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_7L"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_7N"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9A"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9B"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9G"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
"MPNAML22PL99_9H"	"TP53_multihit_M2"	"abn19_abn21"	"patient.1.2.1.1"
